Game_Id,Abbreviation,Name,Genres,Platforms,Total_Runs,Release_Date
759,uno_ubisoft,UNO (Ubisoft),Misc,"PlayStation 4, Xbox One, PC, Switch",198.0,2017-02-03
760,wii_fit_plus,Wii Fit (Plus),Misc,"Wii U, Wii",147.0,2016-12-09
761,mrm,Muppet RaceMania,Racing,"PlayStation 2, PlayStation, PlayStation 3",69.0,2009-10-01
762,arkhamorigins,Batman: Arkham Origins,Action-Adventure,"Wii U, PlayStation 3, Xbox 360, Xbox One, PC, Playstation Now, Xbox Series X, Xbox Series S",126.0,2000-04-19
763,msm,Mario Sports Mix,Sports,"Wii U, Wii",176.0,2013-10-25
764,super_bernie_world,Super Bernie World,2D Platformer,PC,135.0,2010-11-25
765,ets2,Euro Truck Simulator 2,Misc,PC,172.0,2020-03-09
766,sludge_life,Sludge Life,Sandbox,PC,128.0,2013-01-16
767,kidchameleon,Kid Chameleon,2D Platformer,"Wii Virtual Console, Sega Genesis, Arcade, PlayStation 2, PlayStation 3, PlayStation Portable, Xbox 360, PlayStation 4, Xbox One, PC, Android, iOS, Plug and Play, Switch",96.0,2020-05-28
768,repentance,The Binding of Isaac: Repentance,Roguelike,"PC, Switch, PlayStation 5, Xbox Series X, Xbox Series S",136.0,1992-05-28
769,rac_ra,Ratchet & Clank: Rift Apart,Action,PlayStation 5,83.0,2021-03-31
770,hm64,Harvest Moon 64,Misc,"Nintendo 64, Wii U Virtual Console",140.0,2021-06-11
771,pttr,Paint the Town Red,Action,"PlayStation 4, Xbox One, PC, Macintosh, Linux, Switch, PlayStation 5, Xbox Series X, Xbox Series S",148.0,1999-02-05
772,darkest_dungeon,Darkest Dungeon,Roguelike,"PlayStation 4, Xbox One, PC, Switch",178.0,2015-10-13
773,panel_de_pon,Panel de Pon,Puzzle,"Super Nintendo, Wii Virtual Console, Nintendo 3DS Virtual Console, Wii U Virtual Console, New Nintendo 3DS Virtual Console, Switch, Satellaview, SNES Classic Mini",125.0,2016-01-16
774,mg,Mighty Gunvolt,2D Platformer,"Nintendo 3DS, PlayStation Vita, PlayStation 4, PC",99.0,1995-10-27
775,defunct,Defunct,Racing,"PlayStation 4, Xbox One, PC, Switch",86.0,2014-08-20
776,hue,Hue,Puzzle,"PlayStation Vita, PlayStation 4, Xbox One, PC, Macintosh, Linux, Switch",79.0,2016-01-28
777,pkmnstadium,Pokémon Stadium,RPG,Nintendo 64,154.0,2016-08-30
778,ignition,Ignition,Racing,"PC, MS-DOS",160.0,1999-04-30
779,sonicriders,Sonic Riders,Racing,"GameCube, PlayStation 2, PlayStation 3, Xbox 360, Xbox, PC, Wii",155.0,1997-01-01
780,pjsam1,Pajama Sam: No Need to Hide When it's Dark Outside,Misc,"Wii U, PC, Wii, Android, iOS, Macintosh, Switch",117.0,2006-02-21
781,mk1,Mortal Kombat,Brawler,"Super Nintendo, Sega Genesis, Game Boy Color, Arcade, PlayStation 2, PlayStation 3, PlayStation Portable, Xbox 360, Xbox, Sega Master System, Sega Game Gear, PlayStation 4, Xbox One, PC, MS-DOS, Sega CD, Amiga, Super Game Boy, Game Boy Player, Super Game Boy 2, Game Boy, Plug and Play, MiSTer",94.0,1996-10-04
782,secret_of_evermore,Secret of Evermore,RPG,Super Nintendo,69.0,1992-08-09
783,jj2,Jazz Jackrabbit 2,2D Platformer,"PC, Macintosh",82.0,1995-10-01
784,pac-man,Pac-Man,Misc,"Nintendo Entertainment System, Super Nintendo, Nintendo 64, GameCube, Wii Virtual Console, Dreamcast, Game Boy Color, Game Boy Advance, Nintendo DS, Nintendo 3DS, Arcade, PlayStation 2, PlayStation, PlayStation Portable, Xbox 360, Atari 2600, Xbox, Sega Game Gear, PlayStation 4, Xbox One, PC, MS-DOS, Wii, Android, iOS, Windows Phone, Nintendo 3DS Virtual Console, Neo Geo Pocket Color, ColecoVision, MSX, Famicom Disk System, Wii U Virtual Console, Super Game Boy, Commodore 64, Tabletop, Game Boy Player, Super Game Boy 2, PSN Download, Game Boy, Intellivision, New Nintendo 3DS Virtual Console, Atari 5200, Atari 7800, Plug and Play, NES Classic Mini, Switch",169.0,1998-04-13
785,cvx,Resident Evil: Code: Veronica X,Horror,"GameCube, PlayStation 2, PlayStation 3, Xbox 360, PlayStation 4, Xbox One",143.0,1980-05-22
786,tmnt2,Teenage Mutant Ninja Turtles II: The Arcade Game,Brawler,Nintendo Entertainment System,89.0,2000-02-03
787,nfsc,Need for Speed: Carbon,Racing,"GameCube, PlayStation 2, PlayStation 3, Xbox 360, Xbox, PC, Wii, backwards-compatible PlayStation 3",117.0,1990-01-01
788,soulcalibur_ii,Soulcalibur II,Brawler,"GameCube, PlayStation 2, PlayStation 3, Xbox 360, Xbox, Wii",130.0,2006-10-31
789,legends_of_runeterra,Legends of Runeterra,Strategy,"PC, Android, iOS",241.0,2002-01-01
790,startropics,StarTropics,Action-Adventure,"Nintendo Entertainment System, Wii Virtual Console, Wii U Virtual Console, NES Classic Mini, Switch, Switch Virtual Console",112.0,2020-04-29
791,dh,Duck Hunt,Misc,"Nintendo Entertainment System, Wii U Virtual Console",145.0,1990-12-01
792,eu4,Europa Universalis IV,Strategy,"PC, Macintosh",0.0,2013-13-08
793,fabletlc,Fable: The Lost Chapters,RPG,"Xbox, PC",59.0,2013-08-08
794,world_of_illusion,World of Illusion Starring Mickey Mouse and Donald Duck,2D Platformer,Sega Genesis,105.0,2005-10-30
795,lbp1,LittleBigPlanet,2D Platformer,PlayStation 3,87.0,1992-12-17
796,slender_the_arrival,Slender: The Arrival,Horror,"Wii U, PlayStation 3, Xbox 360, PlayStation 4, Xbox One, PC, Android, iOS, Macintosh, Switch",123.0,2008-10-27
797,pkmnemerald,Pokémon Emerald,RPG,"Game Boy Advance, Nintendo DS, Game Boy Player, Game Boy Interface",98.0,2013-03-26
798,la,The Legend of Zelda: Link's Awakening,Action-Adventure,"Game Boy Color, Game Boy Player, Super Game Boy 2, Game Boy, Game Boy Interface, MiSTer",97.0,2004-09-16
799,klonoa1,Klonoa: Door to Phantomile,2D Platformer,"PlayStation 2, PlayStation, PlayStation 3, PlayStation Portable, PlayStation Vita, Playstation TV",63.0,1993-06-03
800,quake2,Quake II (PC),First-person shooter,PC,62.0,1997-12-11
801,kh2,Kingdom Hearts II,RPG,PlayStation 2,153.0,1997-01-01
802,mafia_2,Mafia II,Action,"PlayStation 3, Xbox 360, PlayStation 4, Xbox One, PC",99.0,2005-12-22
803,op4,Half-Life: Opposing Force,First-person shooter,"PC, Macintosh, Linux",73.0,2010-08-23
804,dino1,Dino Crisis,Horror,"Dreamcast, PlayStation 2, PlayStation, PlayStation 3, PlayStation Portable, PlayStation Vita, PC, Playstation TV",124.0,1999-01-01
805,gasa4,get a snack at 4 am,Misc,"Xbox One, PC, Android, iOS, Macintosh, Linux",142.0,1999-07-01
806,the_outer_worlds,The Outer Worlds,RPG,"PlayStation 4, Xbox One, PC, Switch",100.0,2020-12-31
807,re6,Resident Evil 6,Action,"PlayStation 3, Xbox 360, PlayStation 4, Xbox One, PC, Switch, PlayStation 5, Xbox Series X, Xbox Series S",182.0,2019-10-25
808,max_payne_3,Max Payne 3,Action,"PlayStation 3, Xbox 360, PC",79.0,2012-10-02
809,sf2ce,Street Fighter II' - Champion Edition,Brawler,"Super Nintendo, Sega Genesis, Arcade, PlayStation 2, PlayStation, PlayStation 3, Xbox 360, Sega Master System, PlayStation 4, Xbox One, PC, TurboGrafx-16/PC Engine, Switch, Xbox Series X, MiSTer",210.0,2012-01-01
810,ch1,Clicker Heroes,Misc,"PlayStation 4, Xbox One, PC, Android, iOS, Web, PlayStation 4 Pro, Xbox Series X, Xbox Series S",172.0,1992-04-01
811,postal_brain_damaged,POSTAL: Brain Damaged,First-person shooter,PC,127.0,2014-01-01
812,mw3,Call of Duty: Modern Warfare 3,First-person shooter,"PlayStation 3, Xbox 360, PC, Wii",175.0,2021-10-05
813,ep1,Exit Path,2D Platformer,"PC, Web",100.0,2011-01-01
814,golden_axe,Golden Axe,Brawler,"Wii Virtual Console, Sega Genesis, Dreamcast, PlayStation 2, PlayStation 3, Xbox 360, PC, Sega CD",100.0,2010-05-27
815,yakuza_kiwami_2,Yakuza Kiwami 2,Sandbox,"PlayStation 4, Xbox One, PC, PSN Download, Xbox One X, PlayStation 4 Pro, PlayStation 5, Xbox Series X",132.0,1989-01-01
816,abl,A Bug's Life,3D Platformer,"Nintendo 64, PlayStation 2, PlayStation, PlayStation 3, PlayStation Portable, PlayStation Vita, PC, Playstation TV",87.0,2017-12-07
817,mml1,Mega Man Legends,Action,"Nintendo 64, PlayStation, PlayStation Portable, PC, Playstation TV, PSN Download",106.0,1998-11-18
818,distance,Distance,Racing,PC,98.0,1997-12-18
819,just_shapes_and_beats,Just Shapes & Beats,Rhythm,"PlayStation 4, PC, Macintosh, Linux, Switch, Google Stadia",199.0,2018-09-18
820,spyroetd,Spyro: Enter the Dragonfly,3D Platformer,"GameCube, PlayStation 2, PlayStation 3, Wii",139.0,2018-05-31
821,the_evil_within,The Evil Within,Horror,"PlayStation 3, Xbox 360, PlayStation 4, Xbox One, PC",134.0,2002-11-03
822,llvs,Loomian Legacy: Veils of Shadow,RPG,"PC, Android, iOS, Macintosh",169.0,2014-10-14
823,sjsm,Spooky's Jump Scare Mansion,Horror,PC,154.0,2019-07-20
824,rwby_ge,RWBY: Grimm Eclipse,Brawler,"PlayStation 4, Xbox One, PC, Switch, Xbox One X, PlayStation 4 Pro, Xbox Series S",152.0,2015-01-01
825,run_pro,Run pro,Racing,"Android, iOS",122.0,2016-07-05
826,khmg,Kingdom Hearts Minigames,Misc,"Nintendo DS, Nintendo 3DS, PlayStation 2, PlayStation 3, PlayStation Portable, PlayStation 4, Xbox One, PC",211.0,2021-03-21
827,mp2_echoes,Metroid Prime 2: Echoes,First-person shooter,GameCube,89.0,2019-02-09
828,doom_gba,Doom (GBA),First-person shooter,"Game Boy Advance, Nintendo DS, Game Boy Player, Game Boy Interface",77.0,2004-11-15
829,arms,ARMS,Brawler,Switch,149.0,2001-10-28
830,cvhod,Castlevania: Harmony of Dissonance,Action-Adventure,"Game Boy Advance, PlayStation 4, PC, Wii U Virtual Console, Game Boy Player, Game Boy Interface, Switch, PlayStation 5, Xbox Series X, Xbox Series S",98.0,2017-06-16
831,sh4,Silent Hill 4: The Room,Horror,"PlayStation 2, PlayStation 3, Xbox, PC",87.0,2002-06-06
832,clone_drone_in_the_danger_zone,Clone Drone In The Danger Zone,Brawler,PC,104.0,2004-01-01
833,crashtwoc,Crash Bandicoot: The Wrath of Cortex,3D Platformer,"GameCube, PlayStation 2, Xbox 360, Xbox, Wii, backwards-compatible PlayStation 3",93.0,2016-09-22
834,sf2ww,Street Fighter II - The World Warrior,Brawler,"Super Nintendo, Arcade, PlayStation 2, PlayStation, PlayStation 3, PlayStation Portable, Xbox 360, PlayStation 4, Xbox One, PC, Switch, Xbox Series X, MiSTer",175.0,2001-10-29
835,fez,FEZ,Puzzle,"PlayStation 3, Xbox 360, PlayStation Vita, PlayStation 4, PC, Android, iOS",84.0,1991-03-01
836,kao2,Kao the Kangaroo Round 2,3D Platformer,"GameCube, PlayStation 2, Xbox, PC, Wii",61.0,2012-01-01
837,pkmnbdsp,Pokémon Brilliant Diamond/Shining Pearl,RPG,Switch,129.0,2003-11-04
838,quake_3_arena,Quake III Arena,First-person shooter,"Dreamcast, PlayStation 2, Xbox, PC, iOS",91.0,2021-11-19
839,tr2,Tomb Raider II,Action-Adventure,"PlayStation 2, PlayStation, PlayStation 3, PlayStation Portable, PlayStation Vita, PC, Playstation TV, Macintosh",74.0,1999-12-02
840,thaw,Tony Hawk's American Wasteland,Sports,"GameCube, PlayStation 2, Xbox 360, Xbox, PC",106.0,1997-10-31
841,dadish2,Dadish 2,2D Platformer,"PlayStation 4, Xbox One, PC, Android, iOS, Web, Switch",132.0,2005-10-18
842,mta,Mario Tennis Aces,Sports,Switch,154.0,2021-01-17
843,gris,GRIS,2D Platformer,"PlayStation 4, PC, Android, iOS, Switch",103.0,2018-06-22
844,ff3,Final Fantasy III,RPG,"Nintendo Entertainment System, Wii Virtual Console, Nintendo DS, PlayStation Portable, PC, Android, iOS, Windows Phone, Nintendo 3DS Virtual Console, Wii U Virtual Console",125.0,2018-12-13
845,superautopets,Super Auto Pets,Strategy,"PC, Android, iOS, Web",141.0,1990-01-01
846,iq_ball,IQ Ball,Puzzle,Web,123.0,2021-09-24
847,house_of_caravan,House of Caravan,Horror,PC,128.0,2010-01-01
848,the_crew,The Crew,Racing,"PlayStation 4, Xbox One, PC",225.0,2015-01-01
849,the_really_easy_obby,ROBLOX: The Really Easy Obby!,Parkour,"PC, Android, iOS, Macintosh",151.0,2014-12-02
850,sly3,Sly 3: Honor Among Thieves,3D Platformer,"PlayStation 2, PlayStation 3, PlayStation Vita, Playstation Now, backwards-compatible PlayStation 3",54.0,2010-10-27
851,rtcw,Return to Castle Wolfenstein,First-person shooter,PC,81.0,2005-09-26
852,dkjr,Donkey Kong Jr. (NES),2D Platformer,"Nintendo Entertainment System, Wii Virtual Console, Nintendo 3DS, Atari 2600, ColecoVision, Wii U Virtual Console, NES Classic Mini, Switch",129.0,2001-11-19
853,mm3,Mega Man 3,2D Platformer,"Nintendo Entertainment System, Wii Virtual Console, Nintendo 3DS Virtual Console, Wii U Virtual Console",141.0,1982-01-01
854,somnium,Somnium,Misc,"PC, Macintosh, Linux",84.0,1990-01-01
855,valheim,Valheim,Sandbox,,148.0,2021-04-04
856,duke_dashington_remastered,Duke Dashington Remastered,Puzzle,"PC, Android, iOS, Web",120.0,2021-02-02
857,pie,Plague Inc: Evolved,Strategy,"PlayStation 4, Xbox One, PC, Switch",135.0,2017-11-09
858,sm64fps,Super Mario 64 FPS,First-person shooter,"PC, Macintosh, Linux",118.0,2014-01-01
859,fallout,Fallout,RPG,PC,138.0,2020-12-05
860,teardown,Teardown,Sandbox,PC,99.0,1997-09-30
861,ksqsq,Kirby: Squeak Squad,2D Platformer,"Nintendo DS, Nintendo 3DS, Wii U Virtual Console, New Nintendo 3DS",69.0,2020-10-29
862,dbxv2,Dragon Ball Xenoverse 2,Brawler,"PlayStation 4, Xbox One, PC, Switch, Google Stadia, PlayStation 5, Xbox Series X, Xbox Series S",89.0,2006-11-02
863,sjsmhd,Spooky's Jumpscare Mansion HD Renovation,Horror,"PlayStation 4, PC, Macintosh, Linux",144.0,2016-10-25
864,go_vacation,Go Vacation,Sports,"Wii U, Wii, Switch",84.0,2017-03-01
865,iready,I-Ready Reward Games,Misc,Web,154.0,2011-10-11
866,bhop_jump,Bhop Jump,Parkour,"PC, Android, iOS",177.0,2016-08-30
867,mgs3,Metal Gear Solid 3: Snake Eater,Action,"Nintendo 3DS, PlayStation 2, PlayStation 3, Xbox 360, PlayStation Vita, Xbox One, Nvidia Shield, Playstation Now, Xbox Series X, Xbox Series S, backwards-compatible PlayStation 3",112.0,2018-08-14
868,rolledout,Rolled Out!,3D Platformer,"PC, Linux",166.0,2004-11-17
869,lpc,LEGO Pirates of the Caribbean: The Video Game,Action-Adventure,"Wii U, PlayStation 3, Xbox 360, Xbox One, PC, Wii, Xbox One X, Xbox One S, Xbox Series X, Xbox Series S",138.0,2021-03-23
870,gimmick,Gimmick!,2D Platformer,Nintendo Entertainment System,91.0,2011-05-10
871,whatthegolf,What the Golf?,Sports,"PC, iOS, Linux, Switch",77.0,1992-01-01
872,bttm,Family Guy: Back to the Multiverse,Action-Adventure,"PlayStation 3, Xbox 360, PC, Steam Deck",72.0,2019-10-01
873,drmariosnes,Dr. Mario (SNES),Puzzle,Super Nintendo,83.0,2012-11-20
874,rblx_portal,ROBLOX: Portal,Puzzle,"PC, Macintosh",121.0,1994-12-01
875,smmm,Marvel's Spider-Man: Miles Morales,Action,"PlayStation 4, PlayStation 4 Pro, PlayStation 5",85.0,2020-01-13
876,tetrisgb,Tetris (Game Boy),Puzzle,"Game Boy Color, Game Boy Advance, Super Game Boy, Game Boy Player, Super Game Boy 2, Game Boy",114.0,2020-11-12
877,hp6,Harry Potter and the Half Blood Prince,Action-Adventure,"PlayStation 2, PlayStation 3, Xbox 360, PC, Wii",69.0,1989-06-14
878,lopl,Lovely Planet,3D Platformer,"Wii U, PlayStation 4, Xbox One, PC",112.0,2009-01-01
879,rottr,Rise of the Tomb Raider,Action-Adventure,"Xbox 360, PlayStation 4, Xbox One, PC, Google Stadia, PlayStation 5, Xbox Series X",67.0,2014-01-01
880,kwirk,Kwirk,Puzzle,Game Boy,105.0,2015-11-10
881,mpwrt,Mario Power Tennis,Sports,"GameCube, Wii",98.0,1989-01-01
882,ffxiv,Final Fantasy XIV: Endwalker,RPG,"PlayStation 4, PC, Macintosh, PlayStation 5",172.0,2004-10-28
883,nesopen,NES Open Tournament Golf,Sports,"Nintendo Entertainment System, Wii Virtual Console",102.0,2013-08-24
884,roblox_doomspire_brickbattle,ROBLOX: Doomspire Brickbattle,Action,"PC, Android, iOS, Macintosh",128.0,1991-01-01
885,cttt,Captain Toad: Treasure Tracker,Puzzle,"Wii U, Nintendo 3DS, New Nintendo 3DS, Switch",86.0,2017-11-30
886,bayonetta2,Bayonetta 2,Action,"Wii U, Switch",89.0,2014-11-13
887,pkmnrumble,Pokémon Rumble,Brawler,"Wii U, Wii",113.0,2014-09-20
888,webbed,Webbed,Puzzle,"PlayStation 4, Xbox One, PC, Switch",76.0,2009-06-16
889,kindergarten,Kindergarten,Misc,,142.0,2021-09-09
890,nfstr,Need for Speed: The Run,Racing,"PlayStation 3, Xbox 360, PC",146.0,2017-04-07
891,ootmq,The Legend of Zelda: Ocarina of Time Master Quest,Action-Adventure,"Nintendo 64, GameCube, Wii Virtual Console",111.0,2011-11-15
892,lennas_inception,Lenna's Inception,RPG,"PC, Macintosh, Linux",123.0,2002-01-01
893,unturned,Unturned,Action,PC,150.0,2020-01-17
894,sm64pcport,Super Mario 64 (PC),3D Platformer,"PC, Macintosh, Linux",83.0,2014-07-07
895,tr1,Tomb Raider,Action-Adventure,"Sega Saturn, PlayStation, PlayStation 3, PlayStation Vita, PC, Android, iOS, Playstation TV",83.0,2020-05-04
896,dr.mario_gb,Dr. Mario (GB),Puzzle,"Game Boy Color, Game Boy Advance, Nintendo 3DS Virtual Console, Super Game Boy, Game Boy Player, Super Game Boy 2, Game Boy, Game Boy Interface",84.0,1996-10-25
897,dq3,Dragon Quest III,RPG,Super Nintendo,224.0,1990-07-27
898,fnaf2,Five Nights at Freddy's 2,Horror,"PlayStation 4, Xbox One, PC, Android, iOS, Windows Phone, Switch",142.0,1996-12-06
899,uncharted3,Uncharted 3: Drake's Deception,Action-Adventure,"PlayStation 3, PlayStation 4, PlayStation 5",63.0,2014-11-10
900,cof,Cry of Fear,Horror,PC,124.0,2011-01-01
901,tetris_dx,Tetris DX,Puzzle,"Game Boy Color, Game Boy Advance, Super Game Boy, Game Boy Player, Super Game Boy 2, Game Boy, Game Boy Interface",112.0,2013-04-25
902,tripeaks,TriPeaks,Puzzle,"PC, Android, iOS",141.0,1998-01-01
903,marioparty3,Mario Party 3,Misc,Nintendo 64,134.0,2012-07-28
904,pso,Phantasy Star Online,RPG,"GameCube, Dreamcast, Xbox, PC",85.0,2001-01-01
905,ddgq,Donald Duck: Goin' Quackers,3D Platformer,"Nintendo 64, GameCube, Dreamcast, PlayStation 2, PlayStation, PlayStation 3, PC, PSN Download",89.0,2000-01-01
906,coh,Cadence of Hyrule — Crypt of the NecroDancer Featuring The Legend of Zelda,Rhythm,Switch,112.0,2000-11-14
907,snipperclips,"Snipperclips: Cut it out, together!",Puzzle,Switch,109.0,2019-06-13
908,pkmndp,Pokémon Diamond/Pearl,RPG,"Nintendo DS, Nintendo 3DS, New Nintendo 3DS",89.0,2017-03-03
909,dbzbt3,Dragon Ball Z: Budokai Tenkaichi 3,Brawler,"PlayStation 2, Wii",129.0,2006-09-28
910,tmnt3,Teenage Mutant Ninja Turtles III: The Manhattan Project,Brawler,Nintendo Entertainment System,71.0,2007-01-01
911,layers_of_fear,Layers of Fear,Horror,"PlayStation 4, Xbox One, PC, Switch",83.0,1991-01-01
912,ng3nes,Ninja Gaiden III: The Ancient Ship of Doom,Action,"Nintendo Entertainment System, Wii Virtual Console",73.0,2016-02-16
913,monolith,Monolith,Action,"PC, Linux",142.0,1991-01-01
914,arknights,Arknights,Strategy,"Android, iOS",164.0,2017-06-07
915,trials_of_mana,Trials of Mana,RPG,"PlayStation 4, PC, Switch",90.0,2020-01-16
916,ffrk,Final Fantasy Record Keeper,RPG,"Android, iOS",198.0,2020-04-24
917,wwgit,Warioware: Get It Together,Misc,Switch,134.0,2014-09-24
918,satisfactory,Satisfactory,Sandbox,PC,118.0,2021-09-10
919,mariogolf,Mario Golf,Sports,"Nintendo 64, Wii Virtual Console, Wii U Virtual Console",74.0,2019-03-19
920,hl2lc,Half-Life 2: Lost Coast,First-person shooter,"PC, Macintosh, Linux",102.0,1999-06-11
921,astroneer,Astroneer,Action-Adventure,"PlayStation 4, Xbox One, PC",109.0,2005-10-27
922,demonssouls2020,Demon's Souls (2020),Action,PlayStation 5,76.0,2016-12-16
923,cpi,Club Penguin Island,Misc,"PC, Android, iOS, Macintosh",79.0,2020-11-11
924,bl3,Borderlands 3,First-person shooter,"PlayStation 4, Xbox One, PC, Google Stadia, PlayStation 5, Xbox Series X",110.0,2017-03-29
925,rac_tod,Ratchet & Clank Future: Tools of Destruction,Action,PlayStation 3,43.0,2019-09-13
926,thps4,Tony Hawk's Pro Skater 4,Sports,"GameCube, Game Boy Advance, PlayStation 2, PlayStation, Xbox, PC",71.0,2007-10-23
927,zumas_revenge,Zuma's Revenge,Puzzle,"Nintendo DS, PlayStation 3, Xbox 360, Xbox, PlayStation 4, PC, iOS",100.0,2002-10-23
928,sm2,Spider-Man 2,Action,"GameCube, PlayStation 2, Xbox",43.0,2009-01-01
929,bean,Bean,Parkour,"PC, Macintosh",42.0,2004-06-28
930,gowgos,God of War: Ghost of Sparta,Action,"PlayStation 3, PlayStation Portable",100.0,2021-04-25
931,bbhd,Super Monkey Ball Banana Blitz HD,3D Platformer,"PlayStation 4, Xbox One, PC, Switch, PlayStation 5, Xbox Series X, Xbox Series S",112.0,2010-11-02
932,nioh,Nioh,Action,"PlayStation 4, PC, PlayStation 4 Pro, PlayStation 5",104.0,2019-10-29
933,sstfe,Serious Sam: The First Encounter,First-person shooter,PC,81.0,2017-02-09
934,kotr_snes,Knights Of The Round(SNES),Brawler,"Super Nintendo, MiSTer",44.0,2001-03-01
935,sssv,Space Station Silicon Valley (N64),3D Platformer,Nintendo 64,46.0,1994-01-01
936,ffxv,Final Fantasy XV,RPG,"PlayStation 4, Xbox One, PC, Xbox One X, PlayStation 4 Pro, Xbox One S, Google Stadia, PlayStation 5, Xbox Series X, Xbox Series S",104.0,1998-10-21
937,galaga,Galaga,Action,"Nintendo 64, GameCube, Dreamcast, Game Boy Color, Game Boy Advance, Nintendo DS, Nintendo 3DS, Arcade, PlayStation 2, PlayStation, PlayStation 3, Xbox 360, Xbox, PlayStation 4, Xbox One, PC, Wii, Android, iOS, MSX, Web, New Nintendo 3DS, Commodore 64, Game Boy Player, Game Boy, Atari 7800, Switch",95.0,2016-11-29
938,kings_quest_vi_heir_today_gone_tomorrow,"King's Quest VI: Heir Today, Gone Tomorrow",Misc,"MS-DOS, Macintosh",48.0,1981-09-01
939,102dalmatians,Disney's 102 Dalmatians: Puppies to the Rescue,3D Platformer,"Dreamcast, PlayStation 2, PlayStation, PlayStation 3, PC",108.0,1992-09-30
940,sailor_moon,Bishoujo Senshi Sailor Moon (SNES),Brawler,Super Nintendo,142.0,2000-11-08
941,fe3h,Fire Emblem: Three Houses,Strategy,Switch,100.0,1993-08-27
942,nid,NiGHTS into Dreams...,Action,"Sega Saturn, PlayStation 2, Xbox 360, PC, PSN Download",86.0,2019-07-27
943,redball4v3,Red Ball 4 Vol.3,2D Platformer,Web,87.0,1996-07-05
944,gtatlad,Grand Theft Auto: The Lost and Damned,Sandbox,"PlayStation 3, Xbox 360, PC",52.0,2013-10-03
945,nfsmw05,Need for Speed: Most Wanted (2005),Racing,"GameCube, PlayStation 2, Xbox 360, Xbox, PC, backwards-compatible PlayStation 3",93.0,2009-02-17
946,toystory3,Toy Story 3: The Video Game,3D Platformer,"PlayStation 3, Xbox 360, Xbox One, PC, Wii, Macintosh, Xbox Series X, Xbox Series S, WiiU Backwards Compatibility",66.0,2005-11-15
947,gtalcs,Grand Theft Auto: Liberty City Stories,Sandbox,"PlayStation 2, PlayStation 3, PlayStation Portable, PlayStation Vita, Android, iOS, Playstation TV",64.0,2010-06-15
948,shadowthehedgehog,Shadow the Hedgehog,Action,"GameCube, PlayStation 2, Xbox",108.0,2005-10-24
949,crosscode,CrossCode,RPG,"PlayStation 4, Xbox One, PC, Macintosh, Linux, Switch",55.0,2005-11-15
950,ooa,The Legend of Zelda: Oracle of Ages,Action-Adventure,"Game Boy Color, Game Boy Advance, Nintendo 3DS Virtual Console, Game Boy Player, Game Boy Interface",55.0,2018-09-20
951,lswtcsds,LEGO Star Wars: The Complete Saga (DS),Action-Adventure,"Nintendo DS, Nintendo 3DS, New Nintendo 3DS",47.0,2001-02-27
952,tetris99,Tetris 99,Puzzle,Switch,150.0,2007-11-06
953,sr3,Saints Row: The Third,Sandbox,"PlayStation 3, Xbox 360, Xbox One, PC, Linux, Switch",61.0,2019-02-13
954,monkey_island_2_lechucks_revenge,Monkey Island 2: Lechuck's Revenge,Misc,PC,35.0,2011-11-15
955,rblx_etao,ROBLOX: Escape The Aquarium Obby,Parkour,"PC, Android, iOS, Macintosh",125.0,1991-01-01
956,maldita,Maldita Castilla,2D Platformer,PC,188.0,2018-11-23
957,aladdin_genesis,Disney's Aladdin (Genesis),2D Platformer,"Sega Genesis, PlayStation 4, Xbox One, PC, Switch",87.0,2012-01-01
958,alpaca_stacka,Alpaca Stacka,3D Platformer,PC,109.0,1993-11-11
959,fc5,Far Cry 5,First-person shooter,"PlayStation 4, Xbox One, PC, PlayStation 5, Xbox Series X, Xbox Series S",133.0,2021-07-29
960,whg1,The World's Hardest Game,Misc,"PC, Web",56.0,2018-03-26
961,bsrotn,Bloodstained: Ritual of the Night,Action,"PlayStation 4, Xbox One, PC, Switch",113.0,2008-03-20
962,pkmnparkpa,PokéPark Wii: Pikachu's Adventure,Action-Adventure,"Wii U, Wii, Wii U Virtual Console",87.0,2019-06-18
963,cave_story,Cave Story,2D Platformer,PC,70.0,2009-12-05
964,iconoclasts,Iconoclasts,Puzzle,"PlayStation Vita, PlayStation 4, Xbox One, PC, Switch",86.0,2004-12-20
965,brain_out,Brain Out,Misc,"Android, iOS",146.0,2018-01-23
966,braid,Braid,Puzzle,"PlayStation 3, Xbox 360, PC",74.0,2019-07-06
967,sf,Star Fox,Action,"Super Nintendo, Switch, SNES Classic Mini",114.0,2008-08-06
968,polybridge2,Poly Bridge 2,Puzzle,PC,139.0,1993-02-21
969,hypixel_tp,The Hypixel Pit,Misc,PC,131.0,2020-05-28
970,mariopartysuperstars,Mario Party Superstars,Misc,Switch,132.0,2020-04-21
971,thps1,Tony Hawk's Pro Skater,Sports,"Nintendo 64, Dreamcast, PlayStation, N-Gage",81.0,2021-10-29
972,uncharted2,Uncharted 2: Among Thieves,Action-Adventure,"PlayStation 3, PlayStation 4, PlayStation 5",58.0,1999-08-31
973,yie,Yoku's Island Express,2D Platformer,"PlayStation 4, Xbox One, PC, Switch, PlayStation 5, Xbox Series X, Xbox Series S",85.0,2009-10-13
974,slendrinacellar,Slendrina: The Cellar,Horror,"Android, iOS",215.0,2018-05-29
